,Station,LONGITUDE,LATITUDE,Depth,Protocol Label,Fraction,RUN,Region,ENA-SAMPLE,genome_name,genome_group,variable,val
43816,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2622694_4896 /station=TARA_122 /depth=115 /filter=0.1-0.22,Cyanophage,n_count,0.0745483497827
43817,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822972|dbj|BBBE01000037.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00037, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43818,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"NZ_AFXB01000002.1 SAR116 cluster alpha proteobacterium HIMB100 contig2, whole genome shotgun sequence",SAR116,n_count,0.0409338329807
43819,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"NZ_AFXB01000004.1 SAR116 cluster alpha proteobacterium HIMB100 contig4, whole genome shotgun sequence",SAR116,n_count,0.0205942042794
43820,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822986|dbj|BBBE01000023.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00023, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43821,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__155189,MGII,n_count,0.0148923697836
43822,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__175248,MGII,n_count,0.128745050923
43823,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__172640,MGII,n_count,0.0485561975779
43824,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__172706,MGII,n_count,0.0817142450092
43825,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,gi|170516806|gb|EU556724.1| Uncultured marine group II euryarchaeote DeepAnt-15E7 genomic sequence,MGII,n_count,6.65890457071
43826,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932823002|dbj|BBBE01000007.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00007, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43827,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,gi|472341521|ref|NC_020855.1| Cyanophage P-RSM6 genomic sequence,Cyanophage,n_count,0.0271578583007
43828,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__157638,MGII,n_count,0.270597884226
43830,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2619888_5466 /station=TARA_034 /depth=5 /filter=0.1-0.22,Cyanophage,n_count,0.0261686171772
43831,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0336817570499
43832,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__156469,MGII,n_count,0.00199642884503
43833,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__156409,MGII_virus,n_count,0.00219430443956
43834,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|526244935|ref|NC_021864.1| Puniceispirillum phage HMO-2011, complete genome",SAR116_Phage,n_count,0.0183168681007
43835,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822971|dbj|BBBE01000038.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00038, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43836,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2619686_1031 /station=TARA_018 /depth=60 /filter=0-0.22,Cyanophage,n_count,0.114014912461
43837,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|312281379|ref|NC_006883.2| Prochlorococcus phage P-SSM2, complete genome",Cyanophage,n_count,0.344318729821
43839,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822989|dbj|BBBE01000020.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00020, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43840,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|460042257|ref|NC_020481.1| Pelagibacter phage HTVC010P, complete genome",SAR11_Phage,n_count,0.0749141099579
43841,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2619791_5652 /station=TARA_025 /depth=50 /filter=0-0.22,Cyanophage,n_count,0.0110609097223
43842,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|966198239|ref|NC_028663.1| Cyanophage P-TIM40, complete genome",Cyanophage,n_count,0.0335193377605
43843,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__1209387,MGII,n_count,0.0
43845,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__418747,MGII,n_count,0.20985343148
43846,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__1209332,MGII,n_count,0.0309926401717
43847,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822988|dbj|BBBE01000021.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00021, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43848,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.0321584155561
43849,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__172037,MGII_virus,n_count,0.000192602005453
43850,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__155937,MGII,n_count,0.00518527193501
43851,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2619935_167 /station=TARA_036 /depth=5 /filter=0.1-0.22,Cyanophage,n_count,0.00686987335664
43852,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2620094_1815 /station=TARA_039 /depth=25 /filter=0-0.22,Cyanophage,n_count,0.010123020655
43853,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2622821_608 /station=TARA_125 /depth=5 /filter=0.1-0.22,Cyanophage,n_count,0.0447722328926
43854,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__173007,MGII,n_count,0.0172054250809
43855,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.070491484698
43856,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|148724443|ref|NC_009531.1| Cyanophage Syn5, complete genome",Cyanophage,n_count,0.00203822883098
43857,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.0349289455068
43858,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|482770381|gb|ARPJ01000001.1| Marine group II euryarchaeote SCGC AAA288-C18 A288C18DRAFT_2505694915.1_C, whole genome shotgun sequence",MGII,n_count,4.49899170595
43859,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,2.46019229235
43860,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,gi|385802382|ref|NC_017459.1| Haloquadratum walsbyi C23 complete genome,Euryarchaeota,n_count,0.00260693387405
43861,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__152245,MGII,n_count,0.223190248628
43862,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__172446,MGII,n_count,0.0142751445336
43863,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__367509,MGII,n_count,0.0887118735177
43864,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2619962_238 /station=TARA_036 /depth=17 /filter=0-0.22,Cyanophage,n_count,0.00597461584983
43866,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__158356,MGII,n_count,0.100877626789
43867,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__152209,MGII,n_count,0.185106792689
43868,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822999|dbj|BBBE01000010.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00010, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43869,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2621173_1423 /station=TARA_072 /depth=100 /filter=0-0.22,Cyanophage,n_count,0.176672066979
43870,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|388483859|ref|NC_006882.2| Prochlorococcus phage P-SSP7, complete genome",Cyanophage,n_count,0.0226750363189
43871,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932823001|dbj|BBBE01000008.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00008, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43872,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,3.49398338818
43873,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"NZ_AFXB01000009.1 SAR116 cluster alpha proteobacterium HIMB100 contig9, whole genome shotgun sequence",SAR116,n_count,0.00744894413416
43874,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"NZ_AFXB01000007.1 SAR116 cluster alpha proteobacterium HIMB100 contig7, whole genome shotgun sequence",SAR116,n_count,0.00179371183209
43875,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__347528,MGII,n_count,0.045076427115
43876,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__173319,MGII,n_count,0.207971737362
43877,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__159728,MGII,n_count,0.285450492814
43878,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822970|dbj|BBBE01000039.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00039, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43879,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2620894_1263 /station=TARA_065 /depth=30 /filter=0.1-0.22,Cyanophage,n_count,0.0271211925005
43880,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2621061_122,MGII_virus,n_count,0.00253954802915
43881,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__158470,MGII,n_count,0.00814017244572
43882,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__160241,MGII,n_count,0.118625581458
43883,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822985|dbj|BBBE01000024.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00024, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43884,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|509141110|ref|NC_021335.1| Halovirus HRTV-7, complete genome",Halovirus,n_count,0.0
43887,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822969|dbj|BBBE01000040.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00040, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43888,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,Eury_contig__182440,MGII,n_count,0.147891826836
43889,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__403162,MGII,n_count,0.0463318705192
43890,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.0693681732005
43891,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,2.18387005196
43892,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|343459436|gb|CP002838.1| Pyrolobus fumarii 1A, complete genome",Crenarchaeota,n_count,0.00991379609995
43893,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__162378,MGII,n_count,0.00342231362499
43895,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822979|dbj|BBBE01000030.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00030, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43896,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__402223,MGII,n_count,0.799663212068
43897,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822992|dbj|BBBE01000017.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00017, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43898,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|472340220|ref|NC_020845.1| Cyanophage MED4-213, complete genome",Cyanophage,n_count,0.227058913639
43899,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__156027,MGII,n_count,0.069874897415
43900,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822981|dbj|BBBE01000028.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00028, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43901,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822975|dbj|BBBE01000034.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00034, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43902,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0397302547979
43903,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2622331_5402 /station=TARA_109 /depth=5 /filter=0-0.22,Cyanophage,n_count,0.127699992808
43904,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__154566,MGII_virus,n_count,0.00777998365053
43905,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822996|dbj|BBBE01000013.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00013, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43906,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|460042436|ref|NC_020484.1| Pelagibacter phage HTVC008M, complete genome",SAR11_Phage,n_count,0.0754662790865
43908,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__157756,MGII,n_count,0.126275702587
43909,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822983|dbj|BBBE01000026.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00026, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43910,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,gi|663526170|gb|KF901053.1| Uncultured marine group II/III euryarchaeote KM3_74_A11 genomic sequence,MGII,n_count,0.384630001685
43911,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822991|dbj|BBBE01000018.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00018, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43912,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,gi|663515939|gb|KF900769.1| Uncultured marine group II/III euryarchaeote KM3_192_B10 genomic sequence,MGII,n_count,0.609364818785
43913,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|312281391|ref|NC_006884.2| Prochlorococcus phage P-SSM4, complete genome",Cyanophage,n_count,0.113351349479
43914,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|326782732|ref|NC_015283.1| Prochlorococcus phage P-RSM4, complete genome",Cyanophage,n_count,0.0502532297294
43915,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__390204,MGII,n_count,0.592502037346
43916,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|757142838|ref|NZ_AUMX01000001.1| [strain=DSM 4179], whole genome shotgun sequence",Euryarchaeota,n_count,3.63049180105e-05
43917,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__152314,MGII,n_count,0.0786151940616
43918,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__155057,MGII_virus,n_count,0.0
43919,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|509140160|ref|NC_021327.1| Halovirus HCTV-5, complete genome",Halovirus,n_count,0.0
43920,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|265525079|gb|GU071092.1| Prochlorococcus phage P-SSM2, complete genome",Cyanophage,n_count,0.345103564791
43921,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2620078_38,MGII_virus,n_count,0.00162660091381
43922,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__402642,MGII,n_count,0.0165835752103
43923,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|372217768|ref|NC_016658.1| Cyanophage NATL1A-7, complete genome",Cyanophage,n_count,0.0424202719819
43924,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|756979970|ref|NZ_KI911318.1| Desulfurococcus amylolyticus Z-533 genomic scaffold scaffold1, whole genome shotgun sequence",Crenarchaeota,n_count,0.0391217127917
43925,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.0876506807401
43926,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2621173_2106 /station=TARA_072 /depth=100 /filter=0-0.22,Cyanophage,n_count,0.0329664460242
43927,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__158854,MGII,n_count,0.420765388481
43928,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__157517,MGII,n_count,0.0873476911649
43929,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,2.76035040538
43930,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|460042372|ref|NC_020483.1| Pelagibacter phage HTVC019P, complete genome",SAR11_Phage,n_count,0.0123104003795
43931,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__400168,MGII,n_count,0.070130412477
43932,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822995|dbj|BBBE01000014.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00014, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43933,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__154676,MGII_virus,n_count,0.0017536994935
43934,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,3.56593110368
43935,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__154640,MGII,n_count,0.0382471568669
43936,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2619903_3744 /station=TARA_034 /depth=5 /filter=0-0.22,Cyanophage,n_count,0.0105280772544
43937,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2619962_2313 /station=TARA_036 /depth=17 /filter=0-0.22,Cyanophage,n_count,0.0366150016861
43939,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|422936140|ref|NC_019516.1| Cyanophage S-TIM5, complete genome",Cyanophage,n_count,0.00474065904334
43940,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|932822987|dbj|BBBE01000022.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00022, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
43941,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,contig__2498119,MGII,n_count,0.0
43942,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,SAMEA2622799_4583 /station=TARA_124 /depth=120 /filter=0.1-0.22,Cyanophage,n_count,0.129906291654
43943,TARA_148b,,,250.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR598958,NAO,ERS494374,"gi|418487144|ref|NC_019443.1| Synechococcus phage metaG-MbCM1, complete genome",Cyanophage,n_count,0.0486967876696
